gene	cluster_name	orthologous_to
Xesp_022647	OG2:NA	NA
Spis_XP_022794775_1	OG2:NA	NA
Xesp_003756	OG2:NA	NA
Xesp_005274	OG2:NA	NA
Xesp_022606	OG2:NA	NA
Gasp_gasp1.m3.24072.m1	OG2:NA	NA
Exapal_XP_020904685.1	OG2:NA	NA
Dgig_XP_028394891.1	OG2:NA	NA
Dgig_XP_028410891.1	OG2:NA	NA
Dgig_XP_028410113.1	OG2:NA	NA
Gfas_gfas1.m1.7764.m1	OG2:NA	NA
Emue_0018g91a	OG2:NA	NA
Scil_67478	OG2:NA	NA
Aaur_Seg2179_2	OG2:NA	NA
Aque_18822_001	OG2:NA	NA
Ocar_g9504.t1	OG2:NA	NA
Ctel_CapteP184448	OG2:NA	NA
Hvul_g16628_1	OG3:MAF/MAFA/MAFB/NRL	MAF/MAFA/MAFB/NRL
Dmel_FBpp0302925_tj	OG3:MAF/MAFA/MAFB/NRL	MAF/MAFA/MAFB/NRL
Mmus_ENSMUSG00000040632	OG3:MAF/MAFA/MAFB/NRL	NRL
Mmus_ENSMUSG00000055435	OG3:MAF/MAFA/MAFB/NRL	MAF
Tcas_XP_969910.2	OG3:MAF/MAFA/MAFB/NRL	MAF/MAFA/MAFB/NRL
Hsap_ENSG00000285493_NRL	OG3:MAF/MAFA/MAFB/NRL	NRL
Hsap_ENSG00000204103_MAFB	OG3:MAF/MAFA/MAFB/NRL	MAFB
Mmus_ENSMUSG00000074622	OG3:MAF/MAFA/MAFB/NRL	MAFB
Hsap_ENSG00000129535_NRL	OG3:MAF/MAFA/MAFB/NRL	NRL
Bflo_269081	OG3:MAF/MAFA/MAFB/NRL	MAF/MAFA/MAFB/NRL
Mmus_ENSMUSG00000047591	OG3:MAF/MAFA/MAFB/NRL	MAFA
Spur_XP_003724179.1	OG3:MAF/MAFA/MAFB/NRL	MAF/MAFA/MAFB/NRL
Skow_NP_001164706_1	OG3:MAF/MAFA/MAFB/NRL	MAF/MAFA/MAFB/NRL
Hsap_ENSG00000182759_MAFA	OG3:MAF/MAFA/MAFB/NRL	MAFA
Hsap_ENSG00000178573_MAF	OG3:MAF/MAFA/MAFB/NRL	MAF
Chem_TCONS_00060774_1	OG3:MAF/MAFA/MAFB/NRL	MAF/MAFA/MAFB/NRL
Scil_68538	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Spur_XP_001184118.3	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Hsap_ENSG00000197063_MAFG	OG4:MAFF/MAFG/MAFK	MAFG
Bflo_88200	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Dmel_FBpp0309590_maf-S	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Hmia_HMIM020015_PA	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Aaur_Seg2739_3	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Chem_TCONS_00073747_1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Hvul_g18364_1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Mmus_ENSMUSG00000042622	OG4:MAFF/MAFG/MAFK	MAFF
Mmus_ENSMUSG00000051510	OG4:MAFF/MAFG/MAFK	MAFG
Nvec_v1g99714	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Xesp_002737	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Gfas_gfas1.m1.16569.m1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Morvir_scaffold85.g24.t1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Cgig_EKC36134	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Hsap_ENSG00000198517_MAFK	OG4:MAFF/MAFG/MAFK	MAFK
Tcas_XP_001807559.1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Skow_XP_002732304_1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Fspp_ffun1_m4_27128_m1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Dgig_XP_028405040.1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Ctel_CapteP148890	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Adig_XP_015761772.1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Fspp_ffun1_m4_1909_m1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Exapal_XP_020903854.2	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Mmus_ENSMUSG00000018143	OG4:MAFF/MAFG/MAFK	MAFK
Morvir_scaffold85.g19.t1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Spis_XP_022809245_1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Hsap_ENSG00000185022_MAFF	OG4:MAFF/MAFG/MAFK	MAFF
Hhon_g05307_t1	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
Tadh_P52592	OG4:MAFF/MAFG/MAFK	MAFF/MAFG/MAFK
