in_gene	out_gene	ev_type
Adig_XP_015761772.1	Sros_PTSG_00681	outparalog_ext
Adig_XP_015761772.1	Spis_XP_022791124_1	outparalog_ext
Adig_XP_015761772.1	Adig_XP_015773566.1	inparalog_ext
Adig_XP_015761772.1	Spis_XP_022791128_1	outparalog_ext
Adig_XP_015761772.1	Hsap_ENSG00000204103_MAFB	outparalog_ext
Adig_XP_015761772.1	Gasp_gasp1.m3.12148.m1	outparalog_ext
Adig_XP_015761772.1	Gasp_gasp1.m3.12145.m1	outparalog_ext
Adig_XP_015761772.1	Spis_XP_022791127_1	outparalog_ext
Adig_XP_015761772.1	Gasp_gasp1.m3.15100.m1	outparalog_ext
Adig_XP_015761772.1	Adig_XP_015777100.1	inparalog_ext
Adig_XP_015761772.1	Hsap_ENSG00000129535_NRL	outparalog_ext
Adig_XP_015761772.1	Mmus_ENSMUSG00000040632	outparalog_ext
Adig_XP_015761772.1	Hsap_ENSG00000178573_MAF	outparalog_ext
Adig_XP_015761772.1	Gasp_gasp1.m3.12147.m1	outparalog_ext
Adig_XP_015761772.1	Gasp_gasp1.m3.24072.m1	outparalog_ext
Adig_XP_015761772.1	Gasp_gasp1.m3.12142.m1	outparalog_ext
Adig_XP_015761772.1	Dmel_FBpp0302925_tj	outparalog_ext
Adig_XP_015761772.1	Adig_XP_015769133.1	inparalog_ext
Adig_XP_015761772.1	Smed_dd_Smed_v6_10446_0	outparalog_ext
Adig_XP_015761772.1	Cowc_CAOG_07174	outparalog_ext
Adig_XP_015761772.1	Fspp_ffun1_m4_16723_m1	outparalog_ext
Adig_XP_015761772.1	Dgig_XP_028410891.1	outparalog_ext
Adig_XP_015761772.1	Exapal_XP_020904685.1	outparalog_ext
Adig_XP_015761772.1	Adig_XP_015769152.1	inparalog_ext
Adig_XP_015761772.1	Xesp_022647	outparalog_ext
Adig_XP_015761772.1	Spis_XP_022791098_1	outparalog_ext
Adig_XP_015761772.1	Fspp_ffun1_m4_1644_m1	outparalog_ext
Adig_XP_015761772.1	Dgig_XP_028394891.1	outparalog_ext
Adig_XP_015761772.1	Hvul_g16628_1	outparalog_ext
Adig_XP_015761772.1	Spis_XP_022791093_1	outparalog_ext
Adig_XP_015761772.1	Chem_TCONS_00060774_1	outparalog_ext
Adig_XP_015761772.1	Gfas_gfas1.m1.19094.m1	outparalog_ext
Adig_XP_015761772.1	Mmus_ENSMUSG00000055435	outparalog_ext
Adig_XP_015761772.1	Gfas_gfas1.m1.19096.m1	outparalog_ext
Adig_XP_015761772.1	Gfas_gfas1.m1.306.m1	outparalog_ext
Adig_XP_015761772.1	Nvec_v1g86952	outparalog_ext
Adig_XP_015761772.1	Aaur_Seg2179_2	outparalog_ext
Adig_XP_015761772.1	Dgig_XP_028410113.1	outparalog_ext
Adig_XP_015761772.1	Gfas_gfas1.m1.7764.m1	outparalog_ext
Adig_XP_015761772.1	Fspp_ffun1_m4_1642_m1	outparalog_ext
Adig_XP_015761772.1	Morvir_scaffold205.g15.t1	outparalog_ext
Adig_XP_015761772.1	Gasp_gasp1.m3.12143.m1	outparalog_ext
Adig_XP_015761772.1	Pbac_sb2668191	outparalog_ext
Adig_XP_015761772.1	Ctel_CapteP184448	outparalog_ext
Adig_XP_015761772.1	Nvec_v1g18367	outparalog_ext
Adig_XP_015761772.1	Aque_18822_001	outparalog_ext
Adig_XP_015761772.1	Tadh_P60298	outparalog_ext
Adig_XP_015761772.1	Skow_NP_001164706_1	outparalog_ext
Adig_XP_015761772.1	Emue_0018g91a	outparalog_ext
Adig_XP_015761772.1	Gasp_gasp1.m3.12146.m1	outparalog_ext
Adig_XP_015761772.1	Hsap_ENSG00000182759_MAFA	outparalog_ext
Adig_XP_015761772.1	Scil_67478	outparalog_ext
Adig_XP_015761772.1	Mmus_ENSMUSG00000047591	outparalog_ext
Adig_XP_015761772.1	Spis_XP_022791102_1	outparalog_ext
Adig_XP_015761772.1	Fspp_ffun1_m4_1643_m1	outparalog_ext
Tadh_P52592	Fspp_ffun1_m4_29137_m1	outparalog_ext
Tadh_P52592	Spis_XP_022794205_1	outparalog_ext
Tadh_P52592	Sros_PTSG_03707	outparalog_ext
Tadh_P52592	Ocar_g9504.t1	outparalog_ext
Tadh_P52592	Fspp_ffun1_m4_29136_m1	outparalog_ext
Tadh_P52592	Gasp_gasp1.m3.12144.m1	outparalog_ext
Tadh_P52592	Tadh_P52591	inparalog_ext
Tadh_P52592	Gasp_gasp1.m3.15101.m1	outparalog_ext
Tadh_P52592	Gfas_gfas1.m1.301.m1	outparalog_ext
Tadh_P52592	Spis_XP_022794775_1	outparalog_ext
Tadh_P52592	Fspp_ffun1_m4_1649_m1	outparalog_ext
Tadh_P52592	Hsap_ENSG00000285493_NRL	outparalog_ext
Tadh_P52592	Smed_dd_Smed_v6_1864_0	outparalog_ext
Tadh_P52592	Tcas_XP_969910.2	outparalog_ext
Tadh_P52592	Xesp_005274	outparalog_ext
Tadh_P52592	Hhon_g08089_t1	outparalog_ext
Tadh_P52592	Sros_PTSG_04825	outparalog_ext
Tadh_P52592	Adig_XP_015769153.1	outparalog_ext
Tadh_P52592	Hhon_g05306_t1	outparalog_ext
Tadh_P52592	Spur_XP_003724179.1	outparalog_ext
Tadh_P52592	Mmus_ENSMUSG00000074622	outparalog_ext
Tadh_P52592	Fspp_ffun1_m4_1651_m1	outparalog_ext
Tadh_P52592	Mlei_ML3055_g29_t1	outparalog_ext
Tadh_P52592	Bflo_269081	outparalog_ext
Tadh_P52592	Fspp_ffun1_m4_1650_m1	outparalog_ext
Tadh_P52592	Xesp_003756	outparalog_ext
Tadh_P52592	Gasp_gasp1.m3.8586.m1	outparalog_ext
Tadh_P52592	Adig_XP_015769134.1	outparalog_ext
Tadh_P52592	Gfas_gfas1.m1.300.m1	outparalog_ext
Tadh_P52592	Fspp_ffun1_m4_1653_m1	outparalog_ext
Tadh_P52592	Nvec_v1g118896	outparalog_ext
Tadh_P52592	Xesp_022606	outparalog_ext
Tadh_P52592	Gfas_gfas1.m1.19095.m1	outparalog_ext
Tadh_P52592	Sros_PTSG_00681	outparalog_ext
Tadh_P52592	Spis_XP_022791124_1	outparalog_ext
Tadh_P52592	Adig_XP_015773566.1	outparalog_ext
Tadh_P52592	Spis_XP_022791128_1	outparalog_ext
Tadh_P52592	Hsap_ENSG00000204103_MAFB	outparalog_ext
Tadh_P52592	Gasp_gasp1.m3.12148.m1	outparalog_ext
Tadh_P52592	Gasp_gasp1.m3.12145.m1	outparalog_ext
Tadh_P52592	Spis_XP_022791127_1	outparalog_ext
Tadh_P52592	Gasp_gasp1.m3.15100.m1	outparalog_ext
Tadh_P52592	Adig_XP_015777100.1	outparalog_ext
Tadh_P52592	Hsap_ENSG00000129535_NRL	outparalog_ext
Tadh_P52592	Mmus_ENSMUSG00000040632	outparalog_ext
Tadh_P52592	Hsap_ENSG00000178573_MAF	outparalog_ext
Tadh_P52592	Gasp_gasp1.m3.12147.m1	outparalog_ext
Tadh_P52592	Gasp_gasp1.m3.24072.m1	outparalog_ext
Tadh_P52592	Gasp_gasp1.m3.12142.m1	outparalog_ext
Tadh_P52592	Dmel_FBpp0302925_tj	outparalog_ext
Tadh_P52592	Adig_XP_015769133.1	outparalog_ext
Tadh_P52592	Smed_dd_Smed_v6_10446_0	outparalog_ext
Tadh_P52592	Cowc_CAOG_07174	outparalog_ext
Tadh_P52592	Fspp_ffun1_m4_16723_m1	outparalog_ext
Tadh_P52592	Dgig_XP_028410891.1	outparalog_ext
Tadh_P52592	Exapal_XP_020904685.1	outparalog_ext
Tadh_P52592	Adig_XP_015769152.1	outparalog_ext
Tadh_P52592	Xesp_022647	outparalog_ext
Tadh_P52592	Spis_XP_022791098_1	outparalog_ext
Tadh_P52592	Fspp_ffun1_m4_1644_m1	outparalog_ext
Tadh_P52592	Dgig_XP_028394891.1	outparalog_ext
Tadh_P52592	Hvul_g16628_1	outparalog_ext
Tadh_P52592	Spis_XP_022791093_1	outparalog_ext
Tadh_P52592	Chem_TCONS_00060774_1	outparalog_ext
Tadh_P52592	Gfas_gfas1.m1.19094.m1	outparalog_ext
Tadh_P52592	Mmus_ENSMUSG00000055435	outparalog_ext
Tadh_P52592	Gfas_gfas1.m1.19096.m1	outparalog_ext
Tadh_P52592	Gfas_gfas1.m1.306.m1	outparalog_ext
Tadh_P52592	Nvec_v1g86952	outparalog_ext
Tadh_P52592	Aaur_Seg2179_2	outparalog_ext
Tadh_P52592	Dgig_XP_028410113.1	outparalog_ext
Tadh_P52592	Gfas_gfas1.m1.7764.m1	outparalog_ext
Tadh_P52592	Fspp_ffun1_m4_1642_m1	outparalog_ext
Tadh_P52592	Morvir_scaffold205.g15.t1	outparalog_ext
Tadh_P52592	Gasp_gasp1.m3.12143.m1	outparalog_ext
Tadh_P52592	Pbac_sb2668191	outparalog_ext
Tadh_P52592	Ctel_CapteP184448	outparalog_ext
Tadh_P52592	Nvec_v1g18367	outparalog_ext
Tadh_P52592	Aque_18822_001	outparalog_ext
Tadh_P52592	Tadh_P60298	inparalog_ext
Tadh_P52592	Skow_NP_001164706_1	outparalog_ext
Tadh_P52592	Emue_0018g91a	outparalog_ext
Tadh_P52592	Gasp_gasp1.m3.12146.m1	outparalog_ext
Tadh_P52592	Hsap_ENSG00000182759_MAFA	outparalog_ext
Tadh_P52592	Scil_67478	outparalog_ext
Tadh_P52592	Mmus_ENSMUSG00000047591	outparalog_ext
Tadh_P52592	Spis_XP_022791102_1	outparalog_ext
Tadh_P52592	Fspp_ffun1_m4_1643_m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Fspp_ffun1_m4_29137_m1	inparalog_ext
Fspp_ffun1_m4_27128_m1	Spis_XP_022794205_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Sros_PTSG_03707	outparalog_ext
Fspp_ffun1_m4_27128_m1	Ocar_g9504.t1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Fspp_ffun1_m4_29136_m1	inparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.12144.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Tadh_P52591	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.15101.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gfas_gfas1.m1.301.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Spis_XP_022794775_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Fspp_ffun1_m4_1649_m1	inparalog_ext
Fspp_ffun1_m4_27128_m1	Hsap_ENSG00000285493_NRL	outparalog_ext
Fspp_ffun1_m4_27128_m1	Smed_dd_Smed_v6_1864_0	outparalog_ext
Fspp_ffun1_m4_27128_m1	Tcas_XP_969910.2	outparalog_ext
Fspp_ffun1_m4_27128_m1	Xesp_005274	outparalog_ext
Fspp_ffun1_m4_27128_m1	Hhon_g08089_t1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Sros_PTSG_04825	outparalog_ext
Fspp_ffun1_m4_27128_m1	Adig_XP_015769153.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Hhon_g05306_t1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Spur_XP_003724179.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Mmus_ENSMUSG00000074622	outparalog_ext
Fspp_ffun1_m4_27128_m1	Fspp_ffun1_m4_1651_m1	inparalog_ext
Fspp_ffun1_m4_27128_m1	Mlei_ML3055_g29_t1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Bflo_269081	outparalog_ext
Fspp_ffun1_m4_27128_m1	Fspp_ffun1_m4_1650_m1	inparalog_ext
Fspp_ffun1_m4_27128_m1	Xesp_003756	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.8586.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Adig_XP_015769134.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gfas_gfas1.m1.300.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Fspp_ffun1_m4_1653_m1	inparalog_ext
Fspp_ffun1_m4_27128_m1	Nvec_v1g118896	outparalog_ext
Fspp_ffun1_m4_27128_m1	Xesp_022606	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gfas_gfas1.m1.19095.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Sros_PTSG_00681	outparalog_ext
Fspp_ffun1_m4_27128_m1	Spis_XP_022791124_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Adig_XP_015773566.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Spis_XP_022791128_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Hsap_ENSG00000204103_MAFB	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.12148.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.12145.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Spis_XP_022791127_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.15100.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Adig_XP_015777100.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Hsap_ENSG00000129535_NRL	outparalog_ext
Fspp_ffun1_m4_27128_m1	Mmus_ENSMUSG00000040632	outparalog_ext
Fspp_ffun1_m4_27128_m1	Hsap_ENSG00000178573_MAF	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.12147.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.24072.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.12142.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Dmel_FBpp0302925_tj	outparalog_ext
Fspp_ffun1_m4_27128_m1	Adig_XP_015769133.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Smed_dd_Smed_v6_10446_0	outparalog_ext
Fspp_ffun1_m4_27128_m1	Cowc_CAOG_07174	outparalog_ext
Fspp_ffun1_m4_27128_m1	Fspp_ffun1_m4_16723_m1	inparalog_ext
Fspp_ffun1_m4_27128_m1	Dgig_XP_028410891.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Exapal_XP_020904685.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Adig_XP_015769152.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Xesp_022647	outparalog_ext
Fspp_ffun1_m4_27128_m1	Spis_XP_022791098_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Fspp_ffun1_m4_1644_m1	inparalog_ext
Fspp_ffun1_m4_27128_m1	Dgig_XP_028394891.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Hvul_g16628_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Spis_XP_022791093_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Chem_TCONS_00060774_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gfas_gfas1.m1.19094.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Mmus_ENSMUSG00000055435	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gfas_gfas1.m1.19096.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gfas_gfas1.m1.306.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Nvec_v1g86952	outparalog_ext
Fspp_ffun1_m4_27128_m1	Aaur_Seg2179_2	outparalog_ext
Fspp_ffun1_m4_27128_m1	Dgig_XP_028410113.1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gfas_gfas1.m1.7764.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Fspp_ffun1_m4_1642_m1	inparalog_ext
Fspp_ffun1_m4_27128_m1	Morvir_scaffold205.g15.t1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.12143.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Pbac_sb2668191	outparalog_ext
Fspp_ffun1_m4_27128_m1	Ctel_CapteP184448	outparalog_ext
Fspp_ffun1_m4_27128_m1	Nvec_v1g18367	outparalog_ext
Fspp_ffun1_m4_27128_m1	Aque_18822_001	outparalog_ext
Fspp_ffun1_m4_27128_m1	Tadh_P60298	outparalog_ext
Fspp_ffun1_m4_27128_m1	Skow_NP_001164706_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Emue_0018g91a	outparalog_ext
Fspp_ffun1_m4_27128_m1	Gasp_gasp1.m3.12146.m1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Hsap_ENSG00000182759_MAFA	outparalog_ext
Fspp_ffun1_m4_27128_m1	Scil_67478	outparalog_ext
Fspp_ffun1_m4_27128_m1	Mmus_ENSMUSG00000047591	outparalog_ext
Fspp_ffun1_m4_27128_m1	Spis_XP_022791102_1	outparalog_ext
Fspp_ffun1_m4_27128_m1	Fspp_ffun1_m4_1643_m1	inparalog_ext
Bflo_88200	Fspp_ffun1_m4_29137_m1	outparalog_ext
Bflo_88200	Spis_XP_022794205_1	outparalog_ext
Bflo_88200	Sros_PTSG_03707	outparalog_ext
Bflo_88200	Ocar_g9504.t1	outparalog_ext
Bflo_88200	Fspp_ffun1_m4_29136_m1	outparalog_ext
Bflo_88200	Gasp_gasp1.m3.12144.m1	outparalog_ext
Bflo_88200	Tadh_P52591	outparalog_ext
Bflo_88200	Gasp_gasp1.m3.15101.m1	outparalog_ext
Bflo_88200	Gfas_gfas1.m1.301.m1	outparalog_ext
Bflo_88200	Spis_XP_022794775_1	outparalog_ext
Bflo_88200	Fspp_ffun1_m4_1649_m1	outparalog_ext
Bflo_88200	Hsap_ENSG00000285493_NRL	outparalog_ext
Bflo_88200	Smed_dd_Smed_v6_1864_0	outparalog_ext
Bflo_88200	Tcas_XP_969910.2	outparalog_ext
Bflo_88200	Xesp_005274	outparalog_ext
Bflo_88200	Hhon_g08089_t1	outparalog_ext
Bflo_88200	Sros_PTSG_04825	outparalog_ext
Bflo_88200	Adig_XP_015769153.1	outparalog_ext
Bflo_88200	Hhon_g05306_t1	outparalog_ext
Bflo_88200	Spur_XP_003724179.1	outparalog_ext
Bflo_88200	Mmus_ENSMUSG00000074622	outparalog_ext
Bflo_88200	Fspp_ffun1_m4_1651_m1	outparalog_ext
Bflo_88200	Mlei_ML3055_g29_t1	outparalog_ext
Bflo_88200	Bflo_269081	inparalog_ext
Bflo_88200	Fspp_ffun1_m4_1650_m1	outparalog_ext
