in_gene	out_gene	ev_type
Gefoke_MALSP_02491.mRNA.1	Hsap_ENSP00000350676.5	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Hsap_ENSP00000352185.4	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Lpol_XP_022243924.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Ptyfla_pfl_40v0_9_20150316_1g7392.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Sacu_v1.1_s0001.g000659	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Adig_XP_015761842.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Cscu_XP_023242355.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Rirr_GBC31426	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Porpur_KAA8496554.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Cmer_CMB082CT	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Scil_scpid33140	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Cscu_XP_023230315.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Sros_EGD77623	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Hydvul_Sc4wPfr_106.g23544.t2	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Lcom_lcpid48482	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Lpol_XP_022243922.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Dmel_FBpp0289915	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Cgig_EKC23553	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Plebac_Pbla_mRNA_15689	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Tcas_XP_970863.2	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Lgig_LotgiP52553	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Hydvul_Sc4wPfr_132.g22646.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Auraur_scaffold2276.g3.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Marpol_PTQ27593	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Maljak_MALJA_23287.mRNA.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Coka_g14475.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Apla_XP_022085616.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Cneo_AAW44468	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Tetwil_Twilhelma_g5103.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Cint_ENSCINP00000005646.3	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Sphfal_Sphfalx05G099800.2.p	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Emue_0005g1222a	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Gpro_KXS22114	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Lpol_XP_022242531.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Linana_g17968.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Hsap_ENSP00000380692.2	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Smoe_EFJ37823	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Plamic_ANCSI_11133.mRNA.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Clyhem_TCONS_00065612-protein	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Aque_Aqu2.1.28819_001	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Nvec_NVE23290	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Scil_scpid74164	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Tetwil_Twilhelma_g9042.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Nvec_NVE457	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Auraur_scaffold2276.g3.t2	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Emue_0005g1227a	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Ttra_KNC51570	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Ccin_EAU88440	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Helrob_HelroP104360	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Tadh_P49824	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Ctel_CapteP225898	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Spis_XP_022796965_1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Gefoke_MALSP_17303.mRNA.1	inparalog_ext
Gefoke_MALSP_02491.mRNA.1	Nk52_evm46s208	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Coerev_PIA18176.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Tcas_XP_008190490.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Umbram_174584	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Spur_XP_780290.4	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Morvir_scaffold61.g59.t2	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Phatri_Phatr3_J42595.p1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Hydvul_Sc4wPfr_106.g23544.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Exapal_XP_020902878.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Sarc_Sarc4_g23913T	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Linana_g7007.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Clim_evm3s239	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Dpul_EFX71856	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Clyhem_TCONS_00066154-protein	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Ramvar_GAU93307.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Cang_ORZ30903	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Cocsub_XP_005644157.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Rhidel_EIE82251	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Mbre_EDQ91844	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Spun_KND01460	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Aano_EGB13194	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Lcom_lcpid58276	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Ctel_CapteP226024	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Tcas_XP_969145.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Hsap_ENSP00000366271.3	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Spis_XP_022780880_1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Phoaus_g6992.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Hsap_ENSP00000432786.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Aano_EGB07333	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Esil_CBJ48573	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Malcal_MALCA_09068.mRNA.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Morelo_OAQ25550	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Drer_ENSDARP00000104491.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Acas_ELR20212	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Emue_0005g1221a	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Morvir_scaffold61.g59.t1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Hduj_OQV18915.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Lpol_XP_013778988.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Emue_0001g106a	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Pbla_XP_018283993.1	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Tadh_P19587	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Scil_scpid71096	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Drer_ENSDARP00000050378.6	outparalog_ext
Gefoke_MALSP_02491.mRNA.1	Tmel_CAZ83162	outparalog_ext
Emue_0007g634a	Phoaus_g6500.t1	outparalog_ext
Emue_0007g634a	Auraur_scaffold584.g6.t1	outparalog_ext
Emue_0007g634a	Hduj_OQV23936.1	outparalog_ext
Emue_0007g634a	Amac_KNE62073	outparalog_ext
Emue_0007g634a	Drer_ENSDARP00000152899.1	outparalog_ext
Emue_0007g634a	Drer_ENSDARP00000007140.7	outparalog_ext
Emue_0007g634a	Notgen_g22494.t1	outparalog_ext
Emue_0007g634a	Mcir_OAD01724	outparalog_ext
Emue_0007g634a	Drer_ENSDARP00000045941.6	outparalog_ext
Emue_0007g634a	Drer_ENSDARP00000093306.3	outparalog_ext
Emue_0007g634a	Skow_XP_006819064.1	outparalog_ext
Emue_0007g634a	Klenit_GAQ85343.1	outparalog_ext
Emue_0007g634a	Ramvar_GAU93306.1	outparalog_ext
Emue_0007g634a	Diprot_Gene.21815	outparalog_ext
Emue_0007g634a	Helrob_HelroP84338	outparalog_ext
Emue_0007g634a	Cmer_CMB046CT	outparalog_ext
Emue_0007g634a	Apla_XP_022081439.1	outparalog_ext
Emue_0007g634a	Spur_XP_030856400.1	outparalog_ext
Emue_0007g634a	Emul_CDI97327.1	outparalog_ext
Emue_0007g634a	Apla_XP_022085617.1	outparalog_ext
Emue_0007g634a	Plamic_ANCSI_02395.mRNA.1	outparalog_ext
Emue_0007g634a	Sros_EGD82655	outparalog_ext
Emue_0007g634a	Sphfal_Sphfalx05G099800.1.p	outparalog_ext
Emue_0007g634a	Helrob_HelroP88624	outparalog_ext
Emue_0007g634a	Ramvar_GAU93788.1	outparalog_ext
Emue_0007g634a	Tetwil_Twilhelma_g9042.t2	outparalog_ext
Emue_0007g634a	Plafun_PRP79815	outparalog_ext
Emue_0007g634a	Ppat_Pp3c9_3630V3.1	outparalog_ext
Emue_0007g634a	Emue_0015g84a	inparalog_ext
Emue_0007g634a	Bralan_BL21875_evm12	outparalog_ext
Emue_0007g634a	Drer_ENSDARP00000131255.2	outparalog_ext
Emue_0007g634a	Umay_KIS67423	outparalog_ext
Emue_0007g634a	Morvir_scaffold141.g5.t1	outparalog_ext
Emue_0007g634a	Mvib_comp13484_c2_seq1_fr6	outparalog_ext
Emue_0007g634a	Maljak_MALJA_09493.mRNA.1	outparalog_ext
Emue_0007g634a	Cfra_CFRG5440T1	outparalog_ext
Emue_0007g634a	Dpul_EFX82823	outparalog_ext
Emue_0007g634a	Aque_Aqu2.1.31947_001	outparalog_ext
Emue_0007g634a	Lgig_LotgiP125461	outparalog_ext
Emue_0007g634a	Hsap_ENSP00000350676.5	outparalog_ext
Emue_0007g634a	Hsap_ENSP00000352185.4	outparalog_ext
Emue_0007g634a	Lpol_XP_022243924.1	outparalog_ext
Emue_0007g634a	Ptyfla_pfl_40v0_9_20150316_1g7392.t1	outparalog_ext
Emue_0007g634a	Sacu_v1.1_s0001.g000659	outparalog_ext
Emue_0007g634a	Adig_XP_015761842.1	outparalog_ext
Emue_0007g634a	Cscu_XP_023242355.1	outparalog_ext
Emue_0007g634a	Rirr_GBC31426	outparalog_ext
Emue_0007g634a	Porpur_KAA8496554.1	outparalog_ext
Emue_0007g634a	Cmer_CMB082CT	outparalog_ext
Emue_0007g634a	Scil_scpid33140	outparalog_ext
Emue_0007g634a	Cscu_XP_023230315.1	outparalog_ext
Emue_0007g634a	Sros_EGD77623	outparalog_ext
Emue_0007g634a	Hydvul_Sc4wPfr_106.g23544.t2	outparalog_ext
Emue_0007g634a	Lcom_lcpid48482	outparalog_ext
Emue_0007g634a	Lpol_XP_022243922.1	outparalog_ext
Emue_0007g634a	Dmel_FBpp0289915	outparalog_ext
Emue_0007g634a	Cgig_EKC23553	outparalog_ext
Emue_0007g634a	Plebac_Pbla_mRNA_15689	outparalog_ext
Emue_0007g634a	Tcas_XP_970863.2	outparalog_ext
Emue_0007g634a	Lgig_LotgiP52553	outparalog_ext
Emue_0007g634a	Hydvul_Sc4wPfr_132.g22646.t1	outparalog_ext
Emue_0007g634a	Auraur_scaffold2276.g3.t1	outparalog_ext
Emue_0007g634a	Marpol_PTQ27593	outparalog_ext
Emue_0007g634a	Maljak_MALJA_23287.mRNA.1	outparalog_ext
Emue_0007g634a	Coka_g14475.t1	outparalog_ext
Emue_0007g634a	Apla_XP_022085616.1	outparalog_ext
Emue_0007g634a	Cneo_AAW44468	outparalog_ext
Emue_0007g634a	Tetwil_Twilhelma_g5103.t1	outparalog_ext
Emue_0007g634a	Cint_ENSCINP00000005646.3	outparalog_ext
Emue_0007g634a	Sphfal_Sphfalx05G099800.2.p	outparalog_ext
Emue_0007g634a	Emue_0005g1222a	inparalog_ext
Emue_0007g634a	Gpro_KXS22114	outparalog_ext
Emue_0007g634a	Lpol_XP_022242531.1	outparalog_ext
Emue_0007g634a	Linana_g17968.t1	outparalog_ext
Emue_0007g634a	Hsap_ENSP00000380692.2	outparalog_ext
Emue_0007g634a	Smoe_EFJ37823	outparalog_ext
Emue_0007g634a	Plamic_ANCSI_11133.mRNA.1	outparalog_ext
Emue_0007g634a	Clyhem_TCONS_00065612-protein	outparalog_ext
Emue_0007g634a	Aque_Aqu2.1.28819_001	outparalog_ext
Emue_0007g634a	Nvec_NVE23290	outparalog_ext
Emue_0007g634a	Scil_scpid74164	outparalog_ext
Emue_0007g634a	Tetwil_Twilhelma_g9042.t1	outparalog_ext
Emue_0007g634a	Nvec_NVE457	outparalog_ext
Emue_0007g634a	Auraur_scaffold2276.g3.t2	outparalog_ext
Emue_0007g634a	Emue_0005g1227a	inparalog_ext
Emue_0007g634a	Ttra_KNC51570	outparalog_ext
Emue_0007g634a	Ccin_EAU88440	outparalog_ext
Emue_0007g634a	Helrob_HelroP104360	outparalog_ext
Emue_0007g634a	Tadh_P49824	outparalog_ext
Emue_0007g634a	Ctel_CapteP225898	outparalog_ext
Emue_0007g634a	Spis_XP_022796965_1	outparalog_ext
Emue_0007g634a	Gefoke_MALSP_17303.mRNA.1	outparalog_ext
Emue_0007g634a	Nk52_evm46s208	outparalog_ext
Emue_0007g634a	Coerev_PIA18176.1	outparalog_ext
Emue_0007g634a	Tcas_XP_008190490.1	outparalog_ext
Emue_0007g634a	Umbram_174584	outparalog_ext
Emue_0007g634a	Spur_XP_780290.4	outparalog_ext
Emue_0007g634a	Morvir_scaffold61.g59.t2	outparalog_ext
Emue_0007g634a	Phatri_Phatr3_J42595.p1	outparalog_ext
Emue_0007g634a	Hydvul_Sc4wPfr_106.g23544.t1	outparalog_ext
Emue_0007g634a	Exapal_XP_020902878.1	outparalog_ext
Emue_0007g634a	Sarc_Sarc4_g23913T	outparalog_ext
Emue_0007g634a	Linana_g7007.t1	outparalog_ext
Emue_0007g634a	Clim_evm3s239	outparalog_ext
Emue_0007g634a	Dpul_EFX71856	outparalog_ext
Emue_0007g634a	Clyhem_TCONS_00066154-protein	outparalog_ext
Emue_0007g634a	Ramvar_GAU93307.1	outparalog_ext
Emue_0007g634a	Cang_ORZ30903	outparalog_ext
Emue_0007g634a	Cocsub_XP_005644157.1	outparalog_ext
Emue_0007g634a	Rhidel_EIE82251	outparalog_ext
Emue_0007g634a	Mbre_EDQ91844	outparalog_ext
Emue_0007g634a	Spun_KND01460	outparalog_ext
Emue_0007g634a	Aano_EGB13194	outparalog_ext
Emue_0007g634a	Lcom_lcpid58276	outparalog_ext
Emue_0007g634a	Ctel_CapteP226024	outparalog_ext
Emue_0007g634a	Tcas_XP_969145.1	outparalog_ext
Emue_0007g634a	Hsap_ENSP00000366271.3	outparalog_ext
Emue_0007g634a	Spis_XP_022780880_1	outparalog_ext
Emue_0007g634a	Phoaus_g6992.t1	outparalog_ext
Emue_0007g634a	Hsap_ENSP00000432786.1	outparalog_ext
Emue_0007g634a	Aano_EGB07333	outparalog_ext
Emue_0007g634a	Esil_CBJ48573	outparalog_ext
Emue_0007g634a	Malcal_MALCA_09068.mRNA.1	outparalog_ext
Emue_0007g634a	Morelo_OAQ25550	outparalog_ext
Emue_0007g634a	Drer_ENSDARP00000104491.1	outparalog_ext
Emue_0007g634a	Acas_ELR20212	outparalog_ext
Emue_0007g634a	Emue_0005g1221a	inparalog_ext
Emue_0007g634a	Morvir_scaffold61.g59.t1	outparalog_ext
Emue_0007g634a	Hduj_OQV18915.1	outparalog_ext
Emue_0007g634a	Lpol_XP_013778988.1	outparalog_ext
Emue_0007g634a	Emue_0001g106a	inparalog_ext
Emue_0007g634a	Pbla_XP_018283993.1	outparalog_ext
Emue_0007g634a	Tadh_P19587	outparalog_ext
Emue_0007g634a	Scil_scpid71096	outparalog_ext
Emue_0007g634a	Drer_ENSDARP00000050378.6	outparalog_ext
Emue_0007g634a	Tmel_CAZ83162	outparalog_ext
Emue_0007g634a	Gefoke_MALSP_02491.mRNA.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Phoaus_g6500.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Auraur_scaffold584.g6.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Hduj_OQV23936.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Amac_KNE62073	ortholog_int
Maljak_MALJA_23287.mRNA.1	Drer_ENSDARP00000152899.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Drer_ENSDARP00000007140.7	ortholog_int
Maljak_MALJA_23287.mRNA.1	Notgen_g22494.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Mcir_OAD01724	ortholog_int
Maljak_MALJA_23287.mRNA.1	Drer_ENSDARP00000045941.6	ortholog_int
Maljak_MALJA_23287.mRNA.1	Drer_ENSDARP00000093306.3	ortholog_int
Maljak_MALJA_23287.mRNA.1	Skow_XP_006819064.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Klenit_GAQ85343.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Ramvar_GAU93306.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Diprot_Gene.21815	ortholog_int
Maljak_MALJA_23287.mRNA.1	Helrob_HelroP84338	ortholog_int
Maljak_MALJA_23287.mRNA.1	Cmer_CMB046CT	ortholog_int
Maljak_MALJA_23287.mRNA.1	Apla_XP_022081439.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Spur_XP_030856400.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Emul_CDI97327.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Apla_XP_022085617.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Plamic_ANCSI_02395.mRNA.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Sros_EGD82655	ortholog_int
Maljak_MALJA_23287.mRNA.1	Sphfal_Sphfalx05G099800.1.p	ortholog_int
Maljak_MALJA_23287.mRNA.1	Helrob_HelroP88624	ortholog_int
Maljak_MALJA_23287.mRNA.1	Ramvar_GAU93788.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Tetwil_Twilhelma_g9042.t2	ortholog_int
Maljak_MALJA_23287.mRNA.1	Plafun_PRP79815	ortholog_int
Maljak_MALJA_23287.mRNA.1	Ppat_Pp3c9_3630V3.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Emue_0015g84a	ortholog_int
Maljak_MALJA_23287.mRNA.1	Bralan_BL21875_evm12	ortholog_int
Maljak_MALJA_23287.mRNA.1	Drer_ENSDARP00000131255.2	ortholog_int
Maljak_MALJA_23287.mRNA.1	Umay_KIS67423	ortholog_int
Maljak_MALJA_23287.mRNA.1	Morvir_scaffold141.g5.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Mvib_comp13484_c2_seq1_fr6	ortholog_int
Maljak_MALJA_23287.mRNA.1	Cfra_CFRG5440T1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Dpul_EFX82823	ortholog_int
Maljak_MALJA_23287.mRNA.1	Aque_Aqu2.1.31947_001	ortholog_int
Maljak_MALJA_23287.mRNA.1	Lgig_LotgiP125461	ortholog_int
Maljak_MALJA_23287.mRNA.1	Hsap_ENSP00000350676.5	ortholog_int
Maljak_MALJA_23287.mRNA.1	Hsap_ENSP00000352185.4	ortholog_int
Maljak_MALJA_23287.mRNA.1	Lpol_XP_022243924.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Ptyfla_pfl_40v0_9_20150316_1g7392.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Sacu_v1.1_s0001.g000659	ortholog_int
Maljak_MALJA_23287.mRNA.1	Adig_XP_015761842.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Cscu_XP_023242355.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Rirr_GBC31426	ortholog_int
Maljak_MALJA_23287.mRNA.1	Porpur_KAA8496554.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Cmer_CMB082CT	ortholog_int
Maljak_MALJA_23287.mRNA.1	Scil_scpid33140	ortholog_int
Maljak_MALJA_23287.mRNA.1	Cscu_XP_023230315.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Sros_EGD77623	ortholog_int
Maljak_MALJA_23287.mRNA.1	Hydvul_Sc4wPfr_106.g23544.t2	ortholog_int
Maljak_MALJA_23287.mRNA.1	Lcom_lcpid48482	ortholog_int
Maljak_MALJA_23287.mRNA.1	Lpol_XP_022243922.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Dmel_FBpp0289915	ortholog_int
Maljak_MALJA_23287.mRNA.1	Cgig_EKC23553	ortholog_int
Maljak_MALJA_23287.mRNA.1	Plebac_Pbla_mRNA_15689	ortholog_int
Maljak_MALJA_23287.mRNA.1	Tcas_XP_970863.2	ortholog_int
Maljak_MALJA_23287.mRNA.1	Lgig_LotgiP52553	ortholog_int
Maljak_MALJA_23287.mRNA.1	Hydvul_Sc4wPfr_132.g22646.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Auraur_scaffold2276.g3.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Marpol_PTQ27593	ortholog_int
Maljak_MALJA_23287.mRNA.1	Coka_g14475.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Apla_XP_022085616.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Cneo_AAW44468	ortholog_int
Maljak_MALJA_23287.mRNA.1	Tetwil_Twilhelma_g5103.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Cint_ENSCINP00000005646.3	ortholog_int
Maljak_MALJA_23287.mRNA.1	Sphfal_Sphfalx05G099800.2.p	ortholog_int
Maljak_MALJA_23287.mRNA.1	Emue_0005g1222a	ortholog_int
Maljak_MALJA_23287.mRNA.1	Gpro_KXS22114	ortholog_int
Maljak_MALJA_23287.mRNA.1	Lpol_XP_022242531.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Linana_g17968.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Hsap_ENSP00000380692.2	ortholog_int
Maljak_MALJA_23287.mRNA.1	Smoe_EFJ37823	ortholog_int
Maljak_MALJA_23287.mRNA.1	Plamic_ANCSI_11133.mRNA.1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Clyhem_TCONS_00065612-protein	ortholog_int
Maljak_MALJA_23287.mRNA.1	Aque_Aqu2.1.28819_001	ortholog_int
Maljak_MALJA_23287.mRNA.1	Nvec_NVE23290	ortholog_int
Maljak_MALJA_23287.mRNA.1	Scil_scpid74164	ortholog_int
Maljak_MALJA_23287.mRNA.1	Tetwil_Twilhelma_g9042.t1	ortholog_int
Maljak_MALJA_23287.mRNA.1	Nvec_NVE457	ortholog_int
Maljak_MALJA_23287.mRNA.1	Auraur_scaffold2276.g3.t2	ortholog_int
Maljak_MALJA_23287.mRNA.1	Emue_0005g1227a	ortholog_int
Maljak_MALJA_23287.mRNA.1	Ttra_KNC51570	ortholog_int
Maljak_MALJA_23287.mRNA.1	Ccin_EAU88440	ortholog_int
Maljak_MALJA_23287.mRNA.1	Helrob_HelroP104360	ortholog_int
Maljak_MALJA_23287.mRNA.1	Tadh_P49824	ortholog_int
Maljak_MALJA_23287.mRNA.1	Ctel_CapteP225898	ortholog_int
Maljak_MALJA_23287.mRNA.1	Spis_XP_022796965_1	ortholog_int
